event_id,prompt,history,summary,his_len,type,instruction,output,response
854906,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported that a woman was screaming profanities at the top of her lungs across the street from the [ORG] Law offices. The user could not see the woman clearly due to a metro gate blocking the view, and the user also walked away from the scene because they had class. The user did not see anything in the woman's hands that could be used as a weapon, and the user did not see anyone else helping or harming the woman. The user did not have anything else to share regarding the incident.


 
 User:  Some [NORP] woman is screaming “FUCK [ACRONYM] [ACRONYM] [ACRONYM]” at the top of her lungs across the street from the [ORG] Law offices 
 Dispatcher:  Thank you for contacting [ORG]. Can you give me a clothing description? color of top and bottoms? 
 User:  I think she is wearing a black shirt 
 User:  I couldn’t see very well because the metro gate blocks it 
 User:  I also walked away from it because I have class 
 Dispatcher:  Ok thank you. So she’s on Exposition Boulevard then, right? 
 User:  Yes 
 User:  *yes 
 Dispatcher:  Did you see anything in her hands she can use as a weapon if officers approach her? 
 User:  There was a guy on his bike and smoking next to her but I don’t think he was doing anything to help or harm her 
 User: ","[['User', 'Some [NORP] woman is screaming “FUCK [ACRONYM] [ACRONYM] [ACRONYM]” at the top of her lungs across the street from the [ORG] Law offices'], ['Dispatcher', 'Thank you for contacting [ORG]. Can you give me a clothing description? color of top and bottoms?'], ['User', 'I think she is wearing a black shirt'], ['User', 'I couldn’t see very well because the metro gate blocks it'], ['User', 'I also walked away from it because I have class'], ['Dispatcher', 'Ok thank you. So she’s on Exposition Boulevard then, right?'], ['User', 'Yes'], ['User', '*yes'], ['Dispatcher', 'Did you see anything in her hands she can use as a weapon if officers approach her?'], ['User', 'There was a guy on his bike and smoking next to her but I don’t think he was doing anything to help or harm her'], ['User', 'No, I didn’t see anything']]","The user reported that a woman was screaming profanities at the top of her lungs across the street from the [ORG] Law offices. The user could not see the woman clearly due to a metro gate blocking the view, and the user also walked away from the scene because they had class. The user did not see anything in the woman's hands that could be used as a weapon, and the user did not see anyone else helping or harming the woman. The user did not have anything else to share regarding the incident.
",10,HarassmentAbuse,There was a guy on his bike and smoking next to her but I don’t think he was doing anything to help or harm her,"No, I didn’t see anything","I didn’t see anyone else around 
"
854999,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a suspicious situation at the Muslim Community Center restraunt on broad Street across from Westside High School. The user described three black men, one wearing a white coat and dark backpack, one wearing a brown jacket and a beanie, and another one wearing all dark clothing. The user also described a caucasion person wearing a pink or orange backpack. The user's husband was approached by one of the men asking for freebies. The user did not want to be contacted by a responding officer.


 
 User:  there is a bunch of people outside the Muslim Community Center restraunt on broad Street across from Westside High School. getting loud at times and approaching anyone that leaves the CVS store. it just looks very suspicious from over here 
 Dispatcher:  Thank you for the information. Are you able to provide a description for any of the subjects? 
 User:  I saw three black men. Can't give heights since I'm inside John Smith. One has a white coat and dark backpack on, one had a brown jacket and a beanie on, and another one is wearing all dark clothing. I also saw a caucasion person there with a pink or orange backpack.The one in the white coat contacted my husband who was leaving the CVS store asking for freebies 
 Dispatcher:  Thank you for the additional information. Would you like to be contacted by a responding officer? 
 User: ","[['User', 'there is a bunch of people outside the Muslim Community Center restraunt on broad Street across from Westside High School. getting loud at times and approaching anyone that leaves the CVS store. it just looks very suspicious from over here'], ['Dispatcher', 'Thank you for the information. Are you able to provide a description for any of the subjects?'], ['User', ""I saw three black men. Can't give heights since I'm inside John Smith. One has a white coat and dark backpack on, one had a brown jacket and a beanie on, and another one is wearing all dark clothing. I also saw a caucasion person there with a pink or orange backpack.The one in the white coat contacted my husband who was leaving the CVS store asking for freebies""], ['Dispatcher', 'Thank you for the additional information. Would you like to be contacted by a responding officer?'], ['User', ""No I'm fine. Thank you though.""]]","The user reported a suspicious situation at the Muslim Community Center restraunt on broad Street across from Westside High School. The user described three black men, one wearing a white coat and dark backpack, one wearing a brown jacket and a beanie, and another one wearing all dark clothing. The user also described a caucasion person wearing a pink or orange backpack. The user's husband was approached by one of the men asking for freebies. The user did not want to be contacted by a responding officer.
",10,SuspiciousActivity,Thank you for the additional information. Would you like to be contacted by a responding officer?,No I'm fine. Thank you though.,"No, I don't think so. I just wanted to report this to you guys. I don't want to be bothered. 
"
855272,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user was experiencing noise pollution from neighbors above them. The user provided their location at Village #10th floor, near the stairs on the side facing New York City Housing Authority (NYCHA).


 
 User:  The people above us are constantly loud with loud banging noises and it's gotten on our last nerves because they've been keeping us up at night (wish to be anonymous) 
 Dispatcher:  where at? 
 User: ","[['User', ""The people above us are constantly loud with loud banging noises and it's gotten on our last nerves because they've been keeping us up at night (wish to be anonymous)""], ['Dispatcher', 'where at?'], ['User', 'Village #10th floor']]","The user was experiencing noise pollution from neighbors above them. The user provided their location at Village #10th floor, near the stairs on the side facing New York City Housing Authority (NYCHA).
",10,NoiseDisturbance,where at?,Village #10th floor,"10th floor, near the stairs on the side facing New York City Housing Authority (NYCHA) 
"
855294,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user was experiencing a disturbance in their apartment. They were experiencing loud music and people yelling occasionally, and the door kept opening and slamming. The dispatcher contacted Campus Security to respond to the situation and provided the user with an update on the expected response time.


 
 User:  ## Apple Ave apartment second floor end of hall I have the flu and can't sleep what do I do 
 Dispatcher:  What is going on specifically? 
 User: ","[['User', ""## Apple Ave apartment second floor end of hall I have the flu and can't sleep what do I do""], ['Dispatcher', 'What is going on specifically?'], ['User', 'Very loud music and people yelling occasionally. Door keeps opening and slamming']]","The user was experiencing a disturbance in their apartment. They were experiencing loud music and people yelling occasionally, and the door kept opening and slamming. The dispatcher contacted Campus Security to respond to the situation and provided the user with an update on the expected response time.
",10,NoiseDisturbance,What is going on specifically?,Very loud music and people yelling occasionally. Door keeps opening and slamming,"I have loud music and people yelling and the door keeps opening and slamming. I'm really uncomfortable and scared. 
"
855421,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a smell of marijuana in the quad area.


 
 User:  definitely smells like a lotta weed on poteat ### 
 Dispatcher:  [FAC] in general? 
 Dispatcher:  An officer has been notified and is en route to the location. 
 User: ","[['User', 'definitely smells like a lotta weed on poteat ###'], ['Dispatcher', '[FAC] in general?'], ['Dispatcher', 'An officer has been notified and is en route to the location.'], ['User', 'Yeah opposite side of the quad though']]","The user reported a smell of marijuana in the quad area.
",10,DrugsAlcohol,An officer has been notified and is en route to the location.,Yeah opposite side of the quad though,"I'm not sure if it's just me, but I'm starting to feel a little paranoid. 
"
855568,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported seeing a suspicious male walking around the UCPD parking lot and the surrounding area. The user was unable to determine the exact description of the male, but noted that he was tall and pale, possibly with short hair that was brown. The user also reported that the male was wearing a jacket or hoodie. The user was unsure if the male was still in the area, but the dispatcher was able to confirm that no suspicious activity was reported.


 
 User:  #:##AM-from my room i saw a white male walking around the phase v parking lot. when I noticed him he was looking at a car, then proceeded to walk down the parking lot towards oak hall. he passes out of my sight but then returns approx. 2023-02-27. he walks back down the parking lot and is last seen making his way along the side of Building 10. this could be nothing but I thought it was odd and wanted to say something. he was tall and pale, possibly with short hair that was brown. black basketball shorts with a white stripe down the side with a jacket or hoodie. looked like he was in his 20s. 
 Dispatcher:  UCPD JACKET HOODIE? 
 User:  I couldn't tell. It might have been gray bit it was dark. 
 Dispatcher:  UCPD OFFICERS CHECKING UCPD PARKING LOT--UCPD BUILDING 10 
 User:  I watched from my window with the lights out for the guy, saw him again walking out of the parking lot and down the road towards miltimore hall. 
 Dispatcher:  UCPD? 
 User:  Possibly 10 minutes ago 
 Dispatcher:  UCPD OFFICER UCPD OFFICER DIDN'T FIND ANYONE 
 Dispatcher:  UCPD OFFICERS LOOPING AROUND AT THE END OF THE LOT [ACRONYM]? 
 User: ","[['User', '#:##AM-from my room i saw a white male walking around the phase v parking lot. when I noticed him he was looking at a car, then proceeded to walk down the parking lot towards oak hall. he passes out of my sight but then returns approx. 2023-02-27. he walks back down the parking lot and is last seen making his way along the side of Building 10. this could be nothing but I thought it was odd and wanted to say something. he was tall and pale, possibly with short hair that was brown. black basketball shorts with a white stripe down the side with a jacket or hoodie. looked like he was in his 20s.'], ['Dispatcher', 'UCPD JACKET HOODIE?'], ['User', ""I couldn't tell. It might have been gray bit it was dark.""], ['Dispatcher', 'UCPD OFFICERS CHECKING UCPD PARKING LOT--UCPD BUILDING 10'], ['User', 'I watched from my window with the lights out for the guy, saw him again walking out of the parking lot and down the road towards miltimore hall.'], ['Dispatcher', 'UCPD?'], ['User', 'Possibly 10 minutes ago'], ['Dispatcher', ""UCPD OFFICER UCPD OFFICER DIDN'T FIND ANYONE""], ['Dispatcher', 'UCPD OFFICERS LOOPING AROUND AT THE END OF THE LOT [ACRONYM]?'], ['User', 'As the officers were looping around at the end of the lot I saw him walk down poplar terrace towards miltimore hall']]","The user reported seeing a suspicious male walking around the UCPD parking lot and the surrounding area. The user was unable to determine the exact description of the male, but noted that he was tall and pale, possibly with short hair that was brown. The user also reported that the male was wearing a jacket or hoodie. The user was unsure if the male was still in the area, but the dispatcher was able to confirm that no suspicious activity was reported.
",10,SuspiciousActivity,UCPD OFFICERS LOOPING AROUND AT THE END OF THE LOT [ACRONYM]?,As the officers were looping around at the end of the lot I saw him walk down poplar terrace towards miltimore hall,"Yes, that's right. 
"
855680,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a man with a revolver in his pants roaming around the University of Chicago campus. The man was wearing a dirty green t-shirt with jeans, and was aggressively speaking [NORP] in a confrontational manner. The user was unable to call the [NORP] center, but provided a detailed description of the man, including his race (Hispanic), height (approximately 5'10""), build (medium), and hair color (short black hair).


 
 User:  a guy with revolver in his pants roaming under influence of drugs and trying to talk to people unnecessarily in a aggressive way 
 User:  dirty green color tshirt with jeans.. around university house and university towers on college ave 
 Dispatcher:  Thank you for contacting the [ACRONYM] Police. Can you tell me where exactly he is now? 
 User:  we have moved forward after ignoring him.. he moved towards university towers area 
 Dispatcher:  Also, is he threatening anyone with the revolver? 
 Dispatcher:  Are you able to call our [NORP] center at ###-###-####? 
 User: ","[['User', 'a guy with revolver in his pants roaming under influence of drugs and trying to talk to people unnecessarily in a aggressive way'], ['User', 'dirty green color tshirt with jeans .. around university house and university towers on college ave'], ['Dispatcher', 'Thank you for contacting the [ACRONYM] Police. Can you tell me where exactly he is now?'], ['User', 'we have moved forward after ignoring him.. he moved towards university towers area'], ['Dispatcher', 'Also, is he threatening anyone with the revolver?'], ['Dispatcher', 'Are you able to call our [NORP] center at ###-###-####?'], ['User', 'no revolver is tucked into his jeans but trying to be aggressive and really not in his senses']]","The user reported a man with a revolver in his pants roaming around the University of Chicago campus. The man was wearing a dirty green t-shirt with jeans, and was aggressively speaking [NORP] in a confrontational manner. The user was unable to call the [NORP] center, but provided a detailed description of the man, including his race (Hispanic), height (approximately 5'10""), build (medium), and hair color (short black hair).
",10,MentalHealth,Are you able to call our [NORP] center at ###-###-####?,no revolver is tucked into his jeans but trying to be aggressive and really not in his senses,"no... i am unable to call... im on campus and cannot move... scared for my life 
"
856123,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a noise complaint near Caffey Starbucks, where someone was talking on speakerphone extremely loud. The user was grateful for the dispatcher's assistance and thanked them for their help.


 
 User:  Noise complaint near caffey Starbucks, someone talking on speakerphone extremely loud 
 Dispatcher:  Thank you for contacting ACME Security. We will dispatch a security officer to investigate. 
 User: ","[['User', 'Noise complaint near caffey Starbucks, someone talking on speakerphone extremely loud'], ['Dispatcher', 'Thank you for contacting ACME Security. We will dispatch a security officer to investigate.'], ['User', 'Thanks, I know NRA isn’t music blasting but is still very loud in my room and extremely disruptive']]","The user reported a noise complaint near Caffey Starbucks, where someone was talking on speakerphone extremely loud. The user was grateful for the dispatcher's assistance and thanked them for their help.
",10,NoiseDisturbance,Thank you for contacting ACME Security. We will dispatch a security officer to investigate.,"Thanks, I know NRA isn’t music blasting but is still very loud in my room and extremely disruptive","Thank you so much! 
"
856571,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported suspicious activity at Starbucks on High and [WEBSITE]. They described two individuals, a male and a female, seated by the window facing chapel street. The male was wearing a white t-shirt and the female was wearing a black long sleeve shirt. The user believed the individuals were attempting to use drugs. The dispatcher asked for more information and the user provided a description of the individuals. The dispatcher asked if the individuals were inside or outside of [FAC] and the user confirmed they were inside. The dispatcher confirmed that officers were en route to the area and the user thanked the dispatcher. The dispatcher asked if the individuals were still inside and the user confirmed they were. The dispatcher asked if the user was willing to speak with officers and the user confirmed they were.


 
 User:  Starbucks on High and [WEBSITE]. Looks like suspicious activity with a pill bottle and blue liquid by non-students 
 Dispatcher:  can you give some more information. Are they attempting to sell??? 
 User:  No, but I think they might be attempting to use 
 Dispatcher:  and can you give a description of the individuals 
 User:  They’re seated by the window facing chapel street 
 User:  Male, white t-shirt 
 User: ","[['User', 'Starbucks on High and [WEBSITE]. Looks like suspicious activity with a pill bottle and blue liquid by non-students'], ['Dispatcher', 'can you give some more information. Are they attempting to sell???'], ['User', 'No, but I think they might be attempting to use'], ['Dispatcher', 'and can you give a description of the individuals'], ['User', 'They’re seated by the window facing chapel street'], ['User', 'Male, white t-shirt'], ['User', 'Long hair and woman in black long sleeve shirt']]","The user reported suspicious activity at Starbucks on High and [WEBSITE]. They described two individuals, a male and a female, seated by the window facing chapel street. The male was wearing a white t-shirt and the female was wearing a black long sleeve shirt. The user believed the individuals were attempting to use drugs. The dispatcher asked for more information and the user provided a description of the individuals. The dispatcher asked if the individuals were inside or outside of [FAC] and the user confirmed they were inside. The dispatcher confirmed that officers were en route to the area and the user thanked the dispatcher. The dispatcher asked if the individuals were still inside and the user confirmed they were. The dispatcher asked if the user was willing to speak with officers and the user confirmed they were.
",10,SuspiciousActivity,"Male, white t-shirt",Long hair and woman in black long sleeve shirt,"Female, black long sleeve shirt 
"
856571,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported suspicious activity at Starbucks on High and [WEBSITE]. They described two individuals, a male and a female, seated by the window facing chapel street. The male was wearing a white t-shirt and the female was wearing a black long sleeve shirt. The user believed the individuals were attempting to use drugs. The dispatcher asked for more information and the user provided a description of the individuals. The dispatcher asked if the individuals were inside or outside of [FAC] and the user confirmed they were inside. The dispatcher confirmed that officers were en route to the area and the user thanked the dispatcher. The dispatcher asked if the individuals were still inside and the user confirmed they were. The dispatcher asked if the user was willing to speak with officers and the user confirmed they were.


 
 User:  Starbucks on High and [WEBSITE]. Looks like suspicious activity with a pill bottle and blue liquid by non-students 
 Dispatcher:  can you give some more information. Are they attempting to sell??? 
 User:  No, but I think they might be attempting to use 
 Dispatcher:  and can you give a description of the individuals 
 User:  They’re seated by the window facing chapel street 
 User:  Male, white t-shirt 
 User:  Long hair and woman in black long sleeve shirt 
 Dispatcher:  is the woman black or white 
 User:  White 
 User:  Middle-aged 
 Dispatcher:  are they inside of [FAC] or outside 
 User:  Inside 
 Dispatcher:  officers are en route to the area now 
 User: ","[['User', 'Starbucks on High and [WEBSITE]. Looks like suspicious activity with a pill bottle and blue liquid by non-students'], ['Dispatcher', 'can you give some more information. Are they attempting to sell???'], ['User', 'No, but I think they might be attempting to use'], ['Dispatcher', 'and can you give a description of the individuals'], ['User', 'They’re seated by the window facing chapel street'], ['User', 'Male, white t-shirt'], ['User', 'Long hair and woman in black long sleeve shirt'], ['Dispatcher', 'is the woman black or white'], ['User', 'White'], ['User', 'Middle-aged'], ['Dispatcher', 'are they inside of [FAC] or outside'], ['User', 'Inside'], ['Dispatcher', 'officers are en route to the area now'], ['User', 'Thank you']]","The user reported suspicious activity at Starbucks on High and [WEBSITE]. They described two individuals, a male and a female, seated by the window facing chapel street. The male was wearing a white t-shirt and the female was wearing a black long sleeve shirt. The user believed the individuals were attempting to use drugs. The dispatcher asked for more information and the user provided a description of the individuals. The dispatcher asked if the individuals were inside or outside of [FAC] and the user confirmed they were inside. The dispatcher confirmed that officers were en route to the area and the user thanked the dispatcher. The dispatcher asked if the individuals were still inside and the user confirmed they were. The dispatcher asked if the user was willing to speak with officers and the user confirmed they were.
",10,SuspiciousActivity,officers are en route to the area now,Thank you,"Thank you 
"
857062,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported an incident of underage drinking and smoking in room 214 in Founders B tower. The user's friend did not have the Live Safe app and was unable to report the incident herself. The user provided the information to the dispatcher, who confirmed receipt and passed it on to the appropriate authorities.


 
 User:  I was told that there is underage drinking and possibly smoking happening in room 214 in Founders B tower. My friend doesn't have Live Safe and her phone won't let her download it, so she asked me to report it for her. Our UVU isn't here today. 
 Dispatcher:  Thanks for using Live Safe. I will let the UVU Police Department know. 
 User:  Thank you! 
 User: ","[['User', ""I was told that there is underage drinking and possibly smoking happening in room 214 in Founders B tower. My friend doesn't have Live Safe and her phone won't let her download it, so she asked me to report it for her. Our UVU isn't here today.""], ['Dispatcher', 'Thanks for using Live Safe. I will let the UVU Police Department know.'], ['User', 'Thank you!'], ['User', 'Hi, apparently they are throwing the alcohol out. The UVU Resident Advisors came to the floor and then when they said no left is what I am getting.']]","The user reported an incident of underage drinking and smoking in room 214 in Founders B tower. The user's friend did not have the Live Safe app and was unable to report the incident herself. The user provided the information to the dispatcher, who confirmed receipt and passed it on to the appropriate authorities.
",10,DrugsAlcohol,Thank you!,"Hi, apparently they are throwing the alcohol out. The UVU Resident Advisors came to the floor and then when they said no left is what I am getting.","Is there anything else I can do to help? 
"
857071,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user heard a small child repeatedly knocking on the inside of a door at 145 Whitaker Apartments next door at 3456 Main St top of stairs on the right. The user was concerned for the child's safety and well-being, as they had been knocking on the door for 20 minutes and no one had checked on the child. The user believed the child to be a child based on the sound of the voice and the repetitive nature of the knocking.


 
 User:  Delivered food to 145 Whitaker Apartments next door at 3456 Main St top of stairs on the right, heard small child repeatedly knocking on inside of door and saying hello. Concerned where parents are if child keeps knocking on door and no one checking on child inside of apartment. 
 Dispatcher:  This is 911 Emergency Services, How long ago did you hear this? 
 User:  Like 20 minutes ago 
 Dispatcher:  Did the child sound to be in any distress or upset? 
 User:  No, just very strange kept repeating while I delivered food, maybe 5 cycles 
 Dispatcher:  Just so i can clarify for officers, what made you believe it was a child? 
 User:  Was a child’s voice 
 Dispatcher:  okay, did they say anything? 
 User: ","[['User', 'Delivered food to 145 Whitaker Apartments next door at 3456 Main St top of stairs on the right, heard small child repeatedly knocking on inside of door and saying hello. Concerned where parents are if child keeps knocking on door and no one checking on child inside of apartment.'], ['Dispatcher', 'This is 911 Emergency Services, How long ago did you hear this ?'], ['User', 'Like 20 minutes ago'], ['Dispatcher', 'Did the child sound to be in any distress or upset?'], ['User', 'No, just very strange kept repeating while I delivered food, maybe 5 cycles'], ['Dispatcher', 'Just so i can clarify for officers, what made you believe it was a child?'], ['User', 'Was a child’s voice'], ['Dispatcher', 'okay, did they say anything?'], ['User', 'Just kept knocking and saying hello']]","The user heard a small child repeatedly knocking on the inside of a door at 145 Whitaker Apartments next door at 3456 Main St top of stairs on the right. The user was concerned for the child's safety and well-being, as they had been knocking on the door for 20 minutes and no one had checked on the child. The user believed the child to be a child based on the sound of the voice and the repetitive nature of the knocking.
",10,SuspiciousActivity,"okay, did they say anything?",Just kept knocking and saying hello,"Just hello 
"
857180,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported excessive noise coming from Starbucks Earle Lounge. The user provided their location at In between Starbucks and manly, and described the noise as lots of yelling and banging on the walls.


 
 User:  Excessive noise coming from Starbucks lounge 
 Dispatcher:  Remind me: what part of Starbucks Earle Lounge located in? 
 User:  In between Starbucks and manly 
 Dispatcher:  Okay, thanks. I'll make an officer aware of this. 
 Dispatcher:  What kind of excessive noise? Yelling? Loud music? What exactly? 
 User: ","[['User', 'Excessive noise coming from Starbucks lounge'], ['Dispatcher', 'Remind me: what part of Starbucks Earle Lounge located in?'], ['User', 'In between Starbucks and manly'], ['Dispatcher', ""Okay, thanks. I'll make an officer aware of this.""], ['Dispatcher', 'What kind of excessive noise? Yelling? Loud music? What exactly?'], ['User', 'Lots of yelling and banging on the walls']]","The user reported excessive noise coming from Starbucks Earle Lounge. The user provided their location at In between Starbucks and manly, and described the noise as lots of yelling and banging on the walls.
",10,NoiseDisturbance,What kind of excessive noise? Yelling? Loud music? What exactly?,Lots of yelling and banging on the walls,"Lots of yelling and banging on the walls 
"
857198,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a noise complaint, but was unable to provide an exact location. They were unsure if the noise was coming from a fraternity located near campus, or from a different location.


 
 User:  There is a lot of noise (wooing and screaming) coming from down the street. 
 Dispatcher:  Thank you for your report to [Police Department] regarding this complaint. [Police Department] Police Officers are now being advised of the call. 
 Dispatcher:  What does ""down the street"" mean? Do you have an address? 
 Dispatcher:  ar 
 User: ","[['User', 'There is a lot of noise (wooing and screaming) coming from down the street.'], ['Dispatcher', 'Thank you for your report to [Police Department] regarding this complaint. [Police Department] Police Officers are now being advised of the call.'], ['Dispatcher', 'What does ""down the street"" mean? Do you have an address?'], ['Dispatcher', 'ar'], ['User', 'My guess is it is coming from the fraternity that is a few doors down, closer to campus, from [University of California, Berkeley].']]","The user reported a noise complaint, but was unable to provide an exact location. They were unsure if the noise was coming from a fraternity located near campus, or from a different location.
",10,NoiseDisturbance,ar,"My guess is it is coming from the fraternity that is a few doors down, closer to campus, from [University of California, Berkeley].","I'm not sure. It's near campus, but I'm not sure of the exact location. 
"
857339,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user was experiencing a disturbance in their apartment building, with people banging around on the floor above them. They provided their location as the 3rd floor of North Schnader Hall, and indicated that they were trying to sleep because they were sick.


 
 User:  People are banging around on the floor above me and it sounds like they're drunk and shoving each other around (#rd floor north UCLA) 
 Dispatcher:  Thank you for your report to UCLA regarding this complaint. UCLA Police Officers are now being advised of the call. 
 Dispatcher:  What room are you in? What does above me mean? 
 User: ","[['User', ""People are banging around on the floor above me and it sounds like they're drunk and shoving each other around (#rd floor north UCLA)""], ['Dispatcher', 'Thank you for your report to UCLA regarding this complaint. UCLA Police Officers are now being advised of the call.'], ['Dispatcher', 'What room are you in ? What does above me mean?'], ['User', 'Probably 302 or 304 north schnader']]","The user was experiencing a disturbance in their apartment building, with people banging around on the floor above them. They provided their location as the 3rd floor of North Schnader Hall, and indicated that they were trying to sleep because they were sick.
",10,NoiseDisturbance,What room are you in ? What does above me mean?,Probably 302 or 304 north schnader,"I'm on the 3rd floor of North Schnader Hall. 
"
857370,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user observed a man wearing a black vest and a mask, and a security guard requested his ID. The man quickly flashed a card that did not look like a UCID card. The user felt uneasy about the situation.


 
 User:  I noticed a man walking into main campus from Hoover and Jefferson entrance with a weird black vest and a mask and John. When the UCPD security requested his ID, he quickly flashed a card that did not look like a UCID id. Just feeling uneasy about the situation 
 Dispatcher:  Thank you for contacting UCPD, where did this occur? 
 Dispatcher:  Confirming UCPD? 
 User:  No the gate by the crosswalk between Taper and the Village 
 User: ","[['User', 'I noticed a man walking into main campus from Hoover and Jefferson entrance with a weird black vest and a mask and John. When the UCPD security requested his ID, he quickly flashed a card that did not look like a UCID id. Just feeling uneasy about the situation'], ['Dispatcher', 'Thank you for contacting UCPD, where did this occur?'], ['Dispatcher', 'Confirming UCPD?'], ['User', 'No the gate by the crosswalk between Taper and the Village'], ['User', 'like Hoover and Jefferson']]","The user observed a man wearing a black vest and a mask, and a security guard requested his ID. The man quickly flashed a card that did not look like a UCID card. The user felt uneasy about the situation.
",10,unknown,No the gate by the crosswalk between Taper and the Village,like Hoover and Jefferson,"Yes, I'm sure. 
"
857560,"Imagine you're in a situation where you need to report a safety concern to your local police department. You're speaking with a dispatcher from the police department, who is trained to provide helpful and detailed guidance, as well as necessary emotional support. Describe your interaction with the dispatcher, including what safety concern you're reporting and how the dispatcher assists you.
The user reported a disturbance at Franklin High School, which they described as screaming coming from a particular part of the school. The user provided the location as the first few rooms near the stairs.


 
 User:  Screaming on poteat for 3 hours now 
 Dispatcher:  Is it in a particular part of Franklin High School? 
 User:  First few rooms near the stairs I think 
 Dispatcher:  Okay then. I'll notify an officer of a disturbance on Franklin High School. 
 User:  Thank you 
 Dispatcher:  You're welcome. 
 Dispatcher:  Which set of stairs is it, btw? 
 User: ","[['User', 'Screaming on poteat for 3 hours now'], ['Dispatcher', 'Is it in a particular part of Franklin High School?'], ['User', 'First few rooms near the stairs I think'], ['Dispatcher', ""Okay then. I'll notify an officer of a disturbance on Franklin High School.""], ['User', 'Thank you'], ['Dispatcher', ""You're welcome.""], ['Dispatcher', 'Which set of stairs is it, btw?'], ['User', 'Quad side']]","The user reported a disturbance at Franklin High School, which they described as screaming coming from a particular part of the school. The user provided the location as the first few rooms near the stairs.
",10,NoiseDisturbance,"Which set of stairs is it, btw?",Quad side,"The main ones 
"
